datekey|data|ano|mes|trimestre|inicio_semana|range_semana|ano_mes|mes_ano|numero_semana|ano_mes_semana|dia_da_semana|dia_da_semana_completo|mes_texto|mes_texto_completo
883|2021-06-02 00:00:00|2021|6|2|2021-05-31 00:00:00|(31/05 A 06/06)|2021/06|06/2021|5|2021/05 5|QUA|QUARTA-FEIRA|JUN|JUNHO
884|2021-06-03 00:00:00|2021|6|2|2021-05-31 00:00:00|(31/05 A 06/06)|2021/06|06/2021|5|2021/05 5|QUI|QUINTA-FEIRA|JUN|JUNHO
885|2021-06-04 00:00:00|2021|6|2|2021-05-31 00:00:00|(31/05 A 06/06)|2021/06|06/2021|5|2021/05 5|SEX|SEXTA-FEIRA|JUN|JUNHO
886|2021-06-05 00:00:00|2021|6|2|2021-05-31 00:00:00|(31/05 A 06/06)|2021/06|06/2021|5|2021/05 5|SAB|SÁBADO|JUN|JUNHO
887|2021-06-06 00:00:00|2021|6|2|2021-05-31 00:00:00|(31/05 A 06/06)|2021/06|06/2021|5|2021/05 5|DOM|DOMINGO|JUN|JUNHO
888|2021-06-07 00:00:00|2021|6|2|2021-06-07 00:00:00|(07/06 A 13/06)|2021/06|06/2021|1|2021/06 1|SEG|SEGUNDA-FEIRA|JUN|JUNHO
889|2021-06-08 00:00:00|2021|6|2|2021-06-07 00:00:00|(07/06 A 13/06)|2021/06|06/2021|1|2021/06 1|TER|TERÇA-FEIRA|JUN|JUNHO
890|2021-06-09 00:00:00|2021|6|2|2021-06-07 00:00:00|(07/06 A 13/06)|2021/06|06/2021|1|2021/06 1|QUA|QUARTA-FEIRA|JUN|JUNHO
891|2021-06-10 00:00:00|2021|6|2|2021-06-07 00:00:00|(07/06 A 13/06)|2021/06|06/2021|1|2021/06 1|QUI|QUINTA-FEIRA|JUN|JUNHO
892|2021-06-11 00:00:00|2021|6|2|2021-06-07 00:00:00|(07/06 A 13/06)|2021/06|06/2021|1|2021/06 1|SEX|SEXTA-FEIRA|JUN|JUNHO
893|2021-06-12 00:00:00|2021|6|2|2021-06-07 00:00:00|(07/06 A 13/06)|2021/06|06/2021|1|2021/06 1|SAB|SÁBADO|JUN|JUNHO
894|2021-06-13 00:00:00|2021|6|2|2021-06-07 00:00:00|(07/06 A 13/06)|2021/06|06/2021|1|2021/06 1|DOM|DOMINGO|JUN|JUNHO
895|2021-06-14 00:00:00|2021|6|2|2021-06-14 00:00:00|(14/06 A 20/06)|2021/06|06/2021|2|2021/06 2|SEG|SEGUNDA-FEIRA|JUN|JUNHO
896|2021-06-15 00:00:00|2021|6|2|2021-06-14 00:00:00|(14/06 A 20/06)|2021/06|06/2021|2|2021/06 2|TER|TERÇA-FEIRA|JUN|JUNHO
897|2021-06-16 00:00:00|2021|6|2|2021-06-14 00:00:00|(14/06 A 20/06)|2021/06|06/2021|2|2021/06 2|QUA|QUARTA-FEIRA|JUN|JUNHO
898|2021-06-17 00:00:00|2021|6|2|2021-06-14 00:00:00|(14/06 A 20/06)|2021/06|06/2021|2|2021/06 2|QUI|QUINTA-FEIRA|JUN|JUNHO
899|2021-06-18 00:00:00|2021|6|2|2021-06-14 00:00:00|(14/06 A 20/06)|2021/06|06/2021|2|2021/06 2|SEX|SEXTA-FEIRA|JUN|JUNHO
900|2021-06-19 00:00:00|2021|6|2|2021-06-14 00:00:00|(14/06 A 20/06)|2021/06|06/2021|2|2021/06 2|SAB|SÁBADO|JUN|JUNHO
901|2021-06-20 00:00:00|2021|6|2|2021-06-14 00:00:00|(14/06 A 20/06)|2021/06|06/2021|2|2021/06 2|DOM|DOMINGO|JUN|JUNHO
902|2021-06-21 00:00:00|2021|6|2|2021-06-21 00:00:00|(21/06 A 27/06)|2021/06|06/2021|3|2021/06 3|SEG|SEGUNDA-FEIRA|JUN|JUNHO
903|2021-06-22 00:00:00|2021|6|2|2021-06-21 00:00:00|(21/06 A 27/06)|2021/06|06/2021|3|2021/06 3|TER|TERÇA-FEIRA|JUN|JUNHO
904|2021-06-23 00:00:00|2021|6|2|2021-06-21 00:00:00|(21/06 A 27/06)|2021/06|06/2021|3|2021/06 3|QUA|QUARTA-FEIRA|JUN|JUNHO
905|2021-06-24 00:00:00|2021|6|2|2021-06-21 00:00:00|(21/06 A 27/06)|2021/06|06/2021|3|2021/06 3|QUI|QUINTA-FEIRA|JUN|JUNHO
906|2021-06-25 00:00:00|2021|6|2|2021-06-21 00:00:00|(21/06 A 27/06)|2021/06|06/2021|3|2021/06 3|SEX|SEXTA-FEIRA|JUN|JUNHO
907|2021-06-26 00:00:00|2021|6|2|2021-06-21 00:00:00|(21/06 A 27/06)|2021/06|06/2021|3|2021/06 3|SAB|SÁBADO|JUN|JUNHO
908|2021-06-27 00:00:00|2021|6|2|2021-06-21 00:00:00|(21/06 A 27/06)|2021/06|06/2021|3|2021/06 3|DOM|DOMINGO|JUN|JUNHO
909|2021-06-28 00:00:00|2021|6|2|2021-06-28 00:00:00|(28/06 A 04/07)|2021/06|06/2021|4|2021/06 4|SEG|SEGUNDA-FEIRA|JUN|JUNHO
910|2021-06-29 00:00:00|2021|6|2|2021-06-28 00:00:00|(28/06 A 04/07)|2021/06|06/2021|4|2021/06 4|TER|TERÇA-FEIRA|JUN|JUNHO
911|2021-06-30 00:00:00|2021|6|2|2021-06-28 00:00:00|(28/06 A 04/07)|2021/06|06/2021|4|2021/06 4|QUA|QUARTA-FEIRA|JUN|JUNHO
912|2021-07-01 00:00:00|2021|7|3|2021-06-28 00:00:00|(28/06 A 04/07)|2021/07|07/2021|4|2021/06 4|QUI|QUINTA-FEIRA|JUL|JULHO
913|2021-07-02 00:00:00|2021|7|3|2021-06-28 00:00:00|(28/06 A 04/07)|2021/07|07/2021|4|2021/06 4|SEX|SEXTA-FEIRA|JUL|JULHO
914|2021-07-03 00:00:00|2021|7|3|2021-06-28 00:00:00|(28/06 A 04/07)|2021/07|07/2021|4|2021/06 4|SAB|SÁBADO|JUL|JULHO
915|2021-07-04 00:00:00|2021|7|3|2021-06-28 00:00:00|(28/06 A 04/07)|2021/07|07/2021|4|2021/06 4|DOM|DOMINGO|JUL|JULHO
916|2021-07-05 00:00:00|2021|7|3|2021-07-05 00:00:00|(05/07 A 11/07)|2021/07|07/2021|1|2021/07 1|SEG|SEGUNDA-FEIRA|JUL|JULHO
917|2021-07-06 00:00:00|2021|7|3|2021-07-05 00:00:00|(05/07 A 11/07)|2021/07|07/2021|1|2021/07 1|TER|TERÇA-FEIRA|JUL|JULHO
918|2021-07-07 00:00:00|2021|7|3|2021-07-05 00:00:00|(05/07 A 11/07)|2021/07|07/2021|1|2021/07 1|QUA|QUARTA-FEIRA|JUL|JULHO
919|2021-07-08 00:00:00|2021|7|3|2021-07-05 00:00:00|(05/07 A 11/07)|2021/07|07/2021|1|2021/07 1|QUI|QUINTA-FEIRA|JUL|JULHO
920|2021-07-09 00:00:00|2021|7|3|2021-07-05 00:00:00|(05/07 A 11/07)|2021/07|07/2021|1|2021/07 1|SEX|SEXTA-FEIRA|JUL|JULHO
921|2021-07-10 00:00:00|2021|7|3|2021-07-05 00:00:00|(05/07 A 11/07)|2021/07|07/2021|1|2021/07 1|SAB|SÁBADO|JUL|JULHO
922|2021-07-11 00:00:00|2021|7|3|2021-07-05 00:00:00|(05/07 A 11/07)|2021/07|07/2021|1|2021/07 1|DOM|DOMINGO|JUL|JULHO
923|2021-07-12 00:00:00|2021|7|3|2021-07-12 00:00:00|(12/07 A 18/07)|2021/07|07/2021|2|2021/07 2|SEG|SEGUNDA-FEIRA|JUL|JULHO
924|2021-07-13 00:00:00|2021|7|3|2021-07-12 00:00:00|(12/07 A 18/07)|2021/07|07/2021|2|2021/07 2|TER|TERÇA-FEIRA|JUL|JULHO
925|2021-07-14 00:00:00|2021|7|3|2021-07-12 00:00:00|(12/07 A 18/07)|2021/07|07/2021|2|2021/07 2|QUA|QUARTA-FEIRA|JUL|JULHO
926|2021-07-15 00:00:00|2021|7|3|2021-07-12 00:00:00|(12/07 A 18/07)|2021/07|07/2021|2|2021/07 2|QUI|QUINTA-FEIRA|JUL|JULHO
927|2021-07-16 00:00:00|2021|7|3|2021-07-12 00:00:00|(12/07 A 18/07)|2021/07|07/2021|2|2021/07 2|SEX|SEXTA-FEIRA|JUL|JULHO
928|2021-07-17 00:00:00|2021|7|3|2021-07-12 00:00:00|(12/07 A 18/07)|2021/07|07/2021|2|2021/07 2|SAB|SÁBADO|JUL|JULHO
929|2021-07-18 00:00:00|2021|7|3|2021-07-12 00:00:00|(12/07 A 18/07)|2021/07|07/2021|2|2021/07 2|DOM|DOMINGO|JUL|JULHO
930|2021-07-19 00:00:00|2021|7|3|2021-07-19 00:00:00|(19/07 A 25/07)|2021/07|07/2021|3|2021/07 3|SEG|SEGUNDA-FEIRA|JUL|JULHO
931|2021-07-20 00:00:00|2021|7|3|2021-07-19 00:00:00|(19/07 A 25/07)|2021/07|07/2021|3|2021/07 3|TER|TERÇA-FEIRA|JUL|JULHO
932|2021-07-21 00:00:00|2021|7|3|2021-07-19 00:00:00|(19/07 A 25/07)|2021/07|07/2021|3|2021/07 3|QUA|QUARTA-FEIRA|JUL|JULHO
933|2021-07-22 00:00:00|2021|7|3|2021-07-19 00:00:00|(19/07 A 25/07)|2021/07|07/2021|3|2021/07 3|QUI|QUINTA-FEIRA|JUL|JULHO
934|2021-07-23 00:00:00|2021|7|3|2021-07-19 00:00:00|(19/07 A 25/07)|2021/07|07/2021|3|2021/07 3|SEX|SEXTA-FEIRA|JUL|JULHO
935|2021-07-24 00:00:00|2021|7|3|2021-07-19 00:00:00|(19/07 A 25/07)|2021/07|07/2021|3|2021/07 3|SAB|SÁBADO|JUL|JULHO
936|2021-07-25 00:00:00|2021|7|3|2021-07-19 00:00:00|(19/07 A 25/07)|2021/07|07/2021|3|2021/07 3|DOM|DOMINGO|JUL|JULHO
937|2021-07-26 00:00:00|2021|7|3|2021-07-26 00:00:00|(26/07 A 01/08)|2021/07|07/2021|4|2021/07 4|SEG|SEGUNDA-FEIRA|JUL|JULHO
938|2021-07-27 00:00:00|2021|7|3|2021-07-26 00:00:00|(26/07 A 01/08)|2021/07|07/2021|4|2021/07 4|TER|TERÇA-FEIRA|JUL|JULHO
939|2021-07-28 00:00:00|2021|7|3|2021-07-26 00:00:00|(26/07 A 01/08)|2021/07|07/2021|4|2021/07 4|QUA|QUARTA-FEIRA|JUL|JULHO
940|2021-07-29 00:00:00|2021|7|3|2021-07-26 00:00:00|(26/07 A 01/08)|2021/07|07/2021|4|2021/07 4|QUI|QUINTA-FEIRA|JUL|JULHO
941|2021-07-30 00:00:00|2021|7|3|2021-07-26 00:00:00|(26/07 A 01/08)|2021/07|07/2021|4|2021/07 4|SEX|SEXTA-FEIRA|JUL|JULHO
942|2021-07-31 00:00:00|2021|7|3|2021-07-26 00:00:00|(26/07 A 01/08)|2021/07|07/2021|4|2021/07 4|SAB|SÁBADO|JUL|JULHO
943|2021-08-01 00:00:00|2021|8|3|2021-07-26 00:00:00|(26/07 A 01/08)|2021/08|08/2021|4|2021/07 4|DOM|DOMINGO|AGO|AGOSTO
944|2021-08-02 00:00:00|2021|8|3|2021-08-02 00:00:00|(02/08 A 08/08)|2021/08|08/2021|1|2021/08 1|SEG|SEGUNDA-FEIRA|AGO|AGOSTO
945|2021-08-03 00:00:00|2021|8|3|2021-08-02 00:00:00|(02/08 A 08/08)|2021/08|08/2021|1|2021/08 1|TER|TERÇA-FEIRA|AGO|AGOSTO
946|2021-08-04 00:00:00|2021|8|3|2021-08-02 00:00:00|(02/08 A 08/08)|2021/08|08/2021|1|2021/08 1|QUA|QUARTA-FEIRA|AGO|AGOSTO
947|2021-08-05 00:00:00|2021|8|3|2021-08-02 00:00:00|(02/08 A 08/08)|2021/08|08/2021|1|2021/08 1|QUI|QUINTA-FEIRA|AGO|AGOSTO
948|2021-08-06 00:00:00|2021|8|3|2021-08-02 00:00:00|(02/08 A 08/08)|2021/08|08/2021|1|2021/08 1|SEX|SEXTA-FEIRA|AGO|AGOSTO
949|2021-08-07 00:00:00|2021|8|3|2021-08-02 00:00:00|(02/08 A 08/08)|2021/08|08/2021|1|2021/08 1|SAB|SÁBADO|AGO|AGOSTO
950|2021-08-08 00:00:00|2021|8|3|2021-08-02 00:00:00|(02/08 A 08/08)|2021/08|08/2021|1|2021/08 1|DOM|DOMINGO|AGO|AGOSTO
951|2021-08-09 00:00:00|2021|8|3|2021-08-09 00:00:00|(09/08 A 15/08)|2021/08|08/2021|2|2021/08 2|SEG|SEGUNDA-FEIRA|AGO|AGOSTO
952|2021-08-10 00:00:00|2021|8|3|2021-08-09 00:00:00|(09/08 A 15/08)|2021/08|08/2021|2|2021/08 2|TER|TERÇA-FEIRA|AGO|AGOSTO
953|2021-08-11 00:00:00|2021|8|3|2021-08-09 00:00:00|(09/08 A 15/08)|2021/08|08/2021|2|2021/08 2|QUA|QUARTA-FEIRA|AGO|AGOSTO
954|2021-08-12 00:00:00|2021|8|3|2021-08-09 00:00:00|(09/08 A 15/08)|2021/08|08/2021|2|2021/08 2|QUI|QUINTA-FEIRA|AGO|AGOSTO
955|2021-08-13 00:00:00|2021|8|3|2021-08-09 00:00:00|(09/08 A 15/08)|2021/08|08/2021|2|2021/08 2|SEX|SEXTA-FEIRA|AGO|AGOSTO
956|2021-08-14 00:00:00|2021|8|3|2021-08-09 00:00:00|(09/08 A 15/08)|2021/08|08/2021|2|2021/08 2|SAB|SÁBADO|AGO|AGOSTO
957|2021-08-15 00:00:00|2021|8|3|2021-08-09 00:00:00|(09/08 A 15/08)|2021/08|08/2021|2|2021/08 2|DOM|DOMINGO|AGO|AGOSTO
958|2021-08-16 00:00:00|2021|8|3|2021-08-16 00:00:00|(16/08 A 22/08)|2021/08|08/2021|3|2021/08 3|SEG|SEGUNDA-FEIRA|AGO|AGOSTO
959|2021-08-17 00:00:00|2021|8|3|2021-08-16 00:00:00|(16/08 A 22/08)|2021/08|08/2021|3|2021/08 3|TER|TERÇA-FEIRA|AGO|AGOSTO
960|2021-08-18 00:00:00|2021|8|3|2021-08-16 00:00:00|(16/08 A 22/08)|2021/08|08/2021|3|2021/08 3|QUA|QUARTA-FEIRA|AGO|AGOSTO
961|2021-08-19 00:00:00|2021|8|3|2021-08-16 00:00:00|(16/08 A 22/08)|2021/08|08/2021|3|2021/08 3|QUI|QUINTA-FEIRA|AGO|AGOSTO
962|2021-08-20 00:00:00|2021|8|3|2021-08-16 00:00:00|(16/08 A 22/08)|2021/08|08/2021|3|2021/08 3|SEX|SEXTA-FEIRA|AGO|AGOSTO
963|2021-08-21 00:00:00|2021|8|3|2021-08-16 00:00:00|(16/08 A 22/08)|2021/08|08/2021|3|2021/08 3|SAB|SÁBADO|AGO|AGOSTO
964|2021-08-22 00:00:00|2021|8|3|2021-08-16 00:00:00|(16/08 A 22/08)|2021/08|08/2021|3|2021/08 3|DOM|DOMINGO|AGO|AGOSTO
965|2021-08-23 00:00:00|2021|8|3|2021-08-23 00:00:00|(23/08 A 29/08)|2021/08|08/2021|4|2021/08 4|SEG|SEGUNDA-FEIRA|AGO|AGOSTO
966|2021-08-24 00:00:00|2021|8|3|2021-08-23 00:00:00|(23/08 A 29/08)|2021/08|08/2021|4|2021/08 4|TER|TERÇA-FEIRA|AGO|AGOSTO
967|2021-08-25 00:00:00|2021|8|3|2021-08-23 00:00:00|(23/08 A 29/08)|2021/08|08/2021|4|2021/08 4|QUA|QUARTA-FEIRA|AGO|AGOSTO
968|2021-08-26 00:00:00|2021|8|3|2021-08-23 00:00:00|(23/08 A 29/08)|2021/08|08/2021|4|2021/08 4|QUI|QUINTA-FEIRA|AGO|AGOSTO
969|2021-08-27 00:00:00|2021|8|3|2021-08-23 00:00:00|(23/08 A 29/08)|2021/08|08/2021|4|2021/08 4|SEX|SEXTA-FEIRA|AGO|AGOSTO
970|2021-08-28 00:00:00|2021|8|3|2021-08-23 00:00:00|(23/08 A 29/08)|2021/08|08/2021|4|2021/08 4|SAB|SÁBADO|AGO|AGOSTO
971|2021-08-29 00:00:00|2021|8|3|2021-08-23 00:00:00|(23/08 A 29/08)|2021/08|08/2021|4|2021/08 4|DOM|DOMINGO|AGO|AGOSTO
972|2021-08-30 00:00:00|2021|8|3|2021-08-30 00:00:00|(30/08 A 05/09)|2021/08|08/2021|5|2021/08 5|SEG|SEGUNDA-FEIRA|AGO|AGOSTO
973|2021-08-31 00:00:00|2021|8|3|2021-08-30 00:00:00|(30/08 A 05/09)|2021/08|08/2021|5|2021/08 5|TER|TERÇA-FEIRA|AGO|AGOSTO
974|2021-09-01 00:00:00|2021|9|3|2021-08-30 00:00:00|(30/08 A 05/09)|2021/09|09/2021|5|2021/08 5|QUA|QUARTA-FEIRA|SET|SETEMBRO
975|2021-09-02 00:00:00|2021|9|3|2021-08-30 00:00:00|(30/08 A 05/09)|2021/09|09/2021|5|2021/08 5|QUI|QUINTA-FEIRA|SET|SETEMBRO
976|2021-09-03 00:00:00|2021|9|3|2021-08-30 00:00:00|(30/08 A 05/09)|2021/09|09/2021|5|2021/08 5|SEX|SEXTA-FEIRA|SET|SETEMBRO
977|2021-09-04 00:00:00|2021|9|3|2021-08-30 00:00:00|(30/08 A 05/09)|2021/09|09/2021|5|2021/08 5|SAB|SÁBADO|SET|SETEMBRO
978|2021-09-05 00:00:00|2021|9|3|2021-08-30 00:00:00|(30/08 A 05/09)|2021/09|09/2021|5|2021/08 5|DOM|DOMINGO|SET|SETEMBRO
979|2021-09-06 00:00:00|2021|9|3|2021-09-06 00:00:00|(06/09 A 12/09)|2021/09|09/2021|1|2021/09 1|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
980|2021-09-07 00:00:00|2021|9|3|2021-09-06 00:00:00|(06/09 A 12/09)|2021/09|09/2021|1|2021/09 1|TER|TERÇA-FEIRA|SET|SETEMBRO
981|2021-09-08 00:00:00|2021|9|3|2021-09-06 00:00:00|(06/09 A 12/09)|2021/09|09/2021|1|2021/09 1|QUA|QUARTA-FEIRA|SET|SETEMBRO
982|2021-09-09 00:00:00|2021|9|3|2021-09-06 00:00:00|(06/09 A 12/09)|2021/09|09/2021|1|2021/09 1|QUI|QUINTA-FEIRA|SET|SETEMBRO
983|2021-09-10 00:00:00|2021|9|3|2021-09-06 00:00:00|(06/09 A 12/09)|2021/09|09/2021|1|2021/09 1|SEX|SEXTA-FEIRA|SET|SETEMBRO
984|2021-09-11 00:00:00|2021|9|3|2021-09-06 00:00:00|(06/09 A 12/09)|2021/09|09/2021|1|2021/09 1|SAB|SÁBADO|SET|SETEMBRO
985|2021-09-12 00:00:00|2021|9|3|2021-09-06 00:00:00|(06/09 A 12/09)|2021/09|09/2021|1|2021/09 1|DOM|DOMINGO|SET|SETEMBRO
986|2021-09-13 00:00:00|2021|9|3|2021-09-13 00:00:00|(13/09 A 19/09)|2021/09|09/2021|2|2021/09 2|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
987|2021-09-14 00:00:00|2021|9|3|2021-09-13 00:00:00|(13/09 A 19/09)|2021/09|09/2021|2|2021/09 2|TER|TERÇA-FEIRA|SET|SETEMBRO
988|2021-09-15 00:00:00|2021|9|3|2021-09-13 00:00:00|(13/09 A 19/09)|2021/09|09/2021|2|2021/09 2|QUA|QUARTA-FEIRA|SET|SETEMBRO
989|2021-09-16 00:00:00|2021|9|3|2021-09-13 00:00:00|(13/09 A 19/09)|2021/09|09/2021|2|2021/09 2|QUI|QUINTA-FEIRA|SET|SETEMBRO
990|2021-09-17 00:00:00|2021|9|3|2021-09-13 00:00:00|(13/09 A 19/09)|2021/09|09/2021|2|2021/09 2|SEX|SEXTA-FEIRA|SET|SETEMBRO
991|2021-09-18 00:00:00|2021|9|3|2021-09-13 00:00:00|(13/09 A 19/09)|2021/09|09/2021|2|2021/09 2|SAB|SÁBADO|SET|SETEMBRO
992|2021-09-19 00:00:00|2021|9|3|2021-09-13 00:00:00|(13/09 A 19/09)|2021/09|09/2021|2|2021/09 2|DOM|DOMINGO|SET|SETEMBRO
993|2021-09-20 00:00:00|2021|9|3|2021-09-20 00:00:00|(20/09 A 26/09)|2021/09|09/2021|3|2021/09 3|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
994|2021-09-21 00:00:00|2021|9|3|2021-09-20 00:00:00|(20/09 A 26/09)|2021/09|09/2021|3|2021/09 3|TER|TERÇA-FEIRA|SET|SETEMBRO
995|2021-09-22 00:00:00|2021|9|3|2021-09-20 00:00:00|(20/09 A 26/09)|2021/09|09/2021|3|2021/09 3|QUA|QUARTA-FEIRA|SET|SETEMBRO
996|2021-09-23 00:00:00|2021|9|3|2021-09-20 00:00:00|(20/09 A 26/09)|2021/09|09/2021|3|2021/09 3|QUI|QUINTA-FEIRA|SET|SETEMBRO
997|2021-09-24 00:00:00|2021|9|3|2021-09-20 00:00:00|(20/09 A 26/09)|2021/09|09/2021|3|2021/09 3|SEX|SEXTA-FEIRA|SET|SETEMBRO
998|2021-09-25 00:00:00|2021|9|3|2021-09-20 00:00:00|(20/09 A 26/09)|2021/09|09/2021|3|2021/09 3|SAB|SÁBADO|SET|SETEMBRO
999|2021-09-26 00:00:00|2021|9|3|2021-09-20 00:00:00|(20/09 A 26/09)|2021/09|09/2021|3|2021/09 3|DOM|DOMINGO|SET|SETEMBRO
1000|2021-09-27 00:00:00|2021|9|3|2021-09-27 00:00:00|(27/09 A 03/10)|2021/09|09/2021|4|2021/09 4|SEG|SEGUNDA-FEIRA|SET|SETEMBRO
1001|2021-09-28 00:00:00|2021|9|3|2021-09-27 00:00:00|(27/09 A 03/10)|2021/09|09/2021|4|2021/09 4|TER|TERÇA-FEIRA|SET|SETEMBRO
1002|2021-09-29 00:00:00|2021|9|3|2021-09-27 00:00:00|(27/09 A 03/10)|2021/09|09/2021|4|2021/09 4|QUA|QUARTA-FEIRA|SET|SETEMBRO
1003|2021-09-30 00:00:00|2021|9|3|2021-09-27 00:00:00|(27/09 A 03/10)|2021/09|09/2021|4|2021/09 4|QUI|QUINTA-FEIRA|SET|SETEMBRO
1004|2021-10-01 00:00:00|2021|10|4|2021-09-27 00:00:00|(27/09 A 03/10)|2021/10|10/2021|4|2021/09 4|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1005|2021-10-02 00:00:00|2021|10|4|2021-09-27 00:00:00|(27/09 A 03/10)|2021/10|10/2021|4|2021/09 4|SAB|SÁBADO|OUT|OUTUBRO
1006|2021-10-03 00:00:00|2021|10|4|2021-09-27 00:00:00|(27/09 A 03/10)|2021/10|10/2021|4|2021/09 4|DOM|DOMINGO|OUT|OUTUBRO
1007|2021-10-04 00:00:00|2021|10|4|2021-10-04 00:00:00|(04/10 A 10/10)|2021/10|10/2021|1|2021/10 1|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
1008|2021-10-05 00:00:00|2021|10|4|2021-10-04 00:00:00|(04/10 A 10/10)|2021/10|10/2021|1|2021/10 1|TER|TERÇA-FEIRA|OUT|OUTUBRO
1009|2021-10-06 00:00:00|2021|10|4|2021-10-04 00:00:00|(04/10 A 10/10)|2021/10|10/2021|1|2021/10 1|QUA|QUARTA-FEIRA|OUT|OUTUBRO
1010|2021-10-07 00:00:00|2021|10|4|2021-10-04 00:00:00|(04/10 A 10/10)|2021/10|10/2021|1|2021/10 1|QUI|QUINTA-FEIRA|OUT|OUTUBRO
1011|2021-10-08 00:00:00|2021|10|4|2021-10-04 00:00:00|(04/10 A 10/10)|2021/10|10/2021|1|2021/10 1|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1012|2021-10-09 00:00:00|2021|10|4|2021-10-04 00:00:00|(04/10 A 10/10)|2021/10|10/2021|1|2021/10 1|SAB|SÁBADO|OUT|OUTUBRO
1013|2021-10-10 00:00:00|2021|10|4|2021-10-04 00:00:00|(04/10 A 10/10)|2021/10|10/2021|1|2021/10 1|DOM|DOMINGO|OUT|OUTUBRO
1014|2021-10-11 00:00:00|2021|10|4|2021-10-11 00:00:00|(11/10 A 17/10)|2021/10|10/2021|2|2021/10 2|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
1015|2021-10-12 00:00:00|2021|10|4|2021-10-11 00:00:00|(11/10 A 17/10)|2021/10|10/2021|2|2021/10 2|TER|TERÇA-FEIRA|OUT|OUTUBRO
1016|2021-10-13 00:00:00|2021|10|4|2021-10-11 00:00:00|(11/10 A 17/10)|2021/10|10/2021|2|2021/10 2|QUA|QUARTA-FEIRA|OUT|OUTUBRO
1017|2021-10-14 00:00:00|2021|10|4|2021-10-11 00:00:00|(11/10 A 17/10)|2021/10|10/2021|2|2021/10 2|QUI|QUINTA-FEIRA|OUT|OUTUBRO
1018|2021-10-15 00:00:00|2021|10|4|2021-10-11 00:00:00|(11/10 A 17/10)|2021/10|10/2021|2|2021/10 2|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1019|2021-10-16 00:00:00|2021|10|4|2021-10-11 00:00:00|(11/10 A 17/10)|2021/10|10/2021|2|2021/10 2|SAB|SÁBADO|OUT|OUTUBRO
1020|2021-10-17 00:00:00|2021|10|4|2021-10-11 00:00:00|(11/10 A 17/10)|2021/10|10/2021|2|2021/10 2|DOM|DOMINGO|OUT|OUTUBRO
1021|2021-10-18 00:00:00|2021|10|4|2021-10-18 00:00:00|(18/10 A 24/10)|2021/10|10/2021|3|2021/10 3|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
1022|2021-10-19 00:00:00|2021|10|4|2021-10-18 00:00:00|(18/10 A 24/10)|2021/10|10/2021|3|2021/10 3|TER|TERÇA-FEIRA|OUT|OUTUBRO
1023|2021-10-20 00:00:00|2021|10|4|2021-10-18 00:00:00|(18/10 A 24/10)|2021/10|10/2021|3|2021/10 3|QUA|QUARTA-FEIRA|OUT|OUTUBRO
1024|2021-10-21 00:00:00|2021|10|4|2021-10-18 00:00:00|(18/10 A 24/10)|2021/10|10/2021|3|2021/10 3|QUI|QUINTA-FEIRA|OUT|OUTUBRO
1025|2021-10-22 00:00:00|2021|10|4|2021-10-18 00:00:00|(18/10 A 24/10)|2021/10|10/2021|3|2021/10 3|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1026|2021-10-23 00:00:00|2021|10|4|2021-10-18 00:00:00|(18/10 A 24/10)|2021/10|10/2021|3|2021/10 3|SAB|SÁBADO|OUT|OUTUBRO
1027|2021-10-24 00:00:00|2021|10|4|2021-10-18 00:00:00|(18/10 A 24/10)|2021/10|10/2021|3|2021/10 3|DOM|DOMINGO|OUT|OUTUBRO
1028|2021-10-25 00:00:00|2021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|SEG|SEGUNDA-FEIRA|OUT|OUTUBRO
1029|2021-10-26 00:00:00|2021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|TER|TERÇA-FEIRA|OUT|OUTUBRO
1030|2021-10-27 00:00:00|2021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|QUA|QUARTA-FEIRA|OUT|OUTUBRO
1031|2021-10-28 00:00:00|2021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|QUI|QUINTA-FEIRA|OUT|OUTUBRO
1032|2021-10-29 00:00:00|2021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|SEX|SEXTA-FEIRA|OUT|OUTUBRO
1033|2021-10-30 00:00:00|2021|10|4|2021-10-25 00:00:00|(25/10 A 31/10)|2021/10|10/2021|4|2021/10 4|SAB|SÁBADO|OUT|OUTUBRO
